thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome
39.6,76.0,3.4000000000000004,-1.0,c2,4.0,0.0,0
46.3,101.0,4.5,0.5,c2,5.0,0.0,1
53.5,115.0,2.5,5.7,c3,2.0,0.0,0
49.3,90.0,-2.7,0.0,c5,1.0,0.0,1
45.0,78.0,NA,-1.4,c1,1.0,1.0,0
44.8,61.0,3.3000000000000003,-2.4000000000000004,c3,5.0,NA,0
44.5,70.0,2.4000000000000004,3.8,c3,4.0,0.0,0
43.1,138.0,0.8,-7.0,c3,2.0,1.0,0
68.4,124.0,-4.800000000000001,0.3,c2,5.0,1.0,0
52.5,110.0,-2.7,-3.4000000000000004,c2,5.0,1.0,1
NA,72.0,0.0,-4.0,c1,5.0,1.0,1
46.2,163.0,-1.9,NA,c1,3.0,1.0,1
48.7,75.0,3.8,7.5,c1,4.0,0.0,1
44.400000000000006,59.0,0.6000000000000001,-10.1,c1,1.0,0.0,0
28.9,NA,NA,4.9,c3,2.0,NA,0
39.1,58.0,4.2,7.1000000000000005,c4,3.0,0.0,1
35.7,86.0,4.2,0.7000000000000001,c1,1.0,0.0,1
32.2,29.0,6.4,3.7,c3,1.0,0.0,0
40.6,115.0,-1.1,-2.0,c1,1.0,0.0,1
60.8,144.0,0.8,2.2,c2,3.0,0.0,0
49.8,NA,5.5,0.1,c1,3.0,0.0,1
60.5,73.0,2.1,0.1,c1,5.0,1.0,1
53.400000000000006,84.0,-0.3,-2.3000000000000003,c4,3.0,0.0,1
56.400000000000006,113.0,2.0,3.1,c2,3.0,0.0,1
42.900000000000006,56.0,6.1000000000000005,15.1,c1,4.0,NA,1
54.400000000000006,79.0,0.3,-4.4,c1,4.0,1.0,1
56.0,NA,-1.4,-2.5,c4,2.0,0.0,1
45.5,97.0,-2.3000000000000003,-6.9,c2,4.0,0.0,0
54.6,111.0,6.2,1.7000000000000002,c5,5.0,0.0,1
54.7,122.0,1.2000000000000002,-5.1000000000000005,c2,4.0,1.0,1
45.8,89.0,4.4,-4.3,c2,2.0,0.0,0
41.2,84.0,1.5,4.800000000000001,c2,4.0,1.0,1
40.7,97.0,0.6000000000000001,0.4,c3,4.0,0.0,0
50.900000000000006,NA,-2.0,-3.0,c4,2.0,0.0,1
52.8,NA,3.8,-2.0,c1,4.0,1.0,1
43.8,129.0,5.4,2.8000000000000003,c2,1.0,0.0,0
50.400000000000006,101.0,-1.3,-7.6,c1,2.0,1.0,1
54.7,72.0,-1.0,-2.6,c4,1.0,1.0,1
55.1,138.0,1.0,0.7000000000000001,c3,1.0,1.0,0
62.6,115.0,-0.1,-4.0,c1,1.0,NA,0
60.400000000000006,97.0,-2.7,-7.2,c2,5.0,0.0,1
42.1,106.0,-0.1,-3.8,c2,NA,0.0,0
NA,133.0,-1.1,0.9,c5,1.0,0.0,0
45.900000000000006,59.0,4.2,2.9000000000000004,c2,4.0,1.0,1
58.5,133.0,7.5,-1.8,c1,3.0,NA,0
50.7,152.0,6.0,6.7,c3,3.0,0.0,0
46.900000000000006,104.0,5.5,5.5,c1,5.0,0.0,1
35.7,69.0,4.800000000000001,3.4000000000000004,c3,4.0,1.0,1
48.8,53.0,-2.0,3.6,NA,4.0,1.0,0
37.7,135.0,5.5,3.3000000000000003,c3,3.0,0.0,1
57.900000000000006,100.0,-3.3000000000000003,-2.7,c2,3.0,0.0,1
62.3,83.0,4.9,4.7,c1,4.0,0.0,1
43.8,93.0,4.2,5.800000000000001,c4,2.0,NA,0
52.6,132.0,3.7,0.7000000000000001,c4,1.0,0.0,0
44.400000000000006,124.0,-3.8,-7.7,c2,3.0,1.0,1
45.1,74.0,2.2,4.5,c3,2.0,0.0,0
56.400000000000006,108.0,-1.3,1.1,c2,2.0,1.0,1
49.900000000000006,100.0,1.3,4.9,c2,4.0,0.0,1
64.10000000000001,150.0,-2.2,-1.8,c1,4.0,1.0,0
46.3,110.0,-0.3,-8.9,c2,2.0,0.0,0
58.2,121.0,3.6,2.2,c1,3.0,NA,0
50.900000000000006,126.0,-1.1,-2.4000000000000004,c3,2.0,0.0,0
56.5,74.0,-0.1,3.5,c4,3.0,1.0,1
46.6,106.0,6.1000000000000005,8.200000000000001,c1,1.0,1.0,0
49.8,106.0,5.9,6.1000000000000005,c3,5.0,1.0,0
49.2,97.0,2.3000000000000003,-8.4,c1,1.0,0.0,0
43.5,82.0,4.2,-1.4,c1,4.0,0.0,1
55.5,113.0,3.8,NA,c1,2.0,1.0,1
55.400000000000006,94.0,1.6,-1.7000000000000002,c2,4.0,0.0,1
54.900000000000006,182.0,2.4000000000000004,1.2000000000000002,c4,2.0,0.0,0
62.5,158.0,3.3000000000000003,7.5,c1,4.0,0.0,0
61.8,149.0,-1.2000000000000002,0.6000000000000001,c5,5.0,1.0,1
47.2,81.0,4.2,-1.8,c2,5.0,1.0,1
53.1,80.0,-1.2000000000000002,-6.2,c1,5.0,1.0,1
45.2,86.0,5.1000000000000005,-1.0,NA,3.0,0.0,1
50.3,104.0,0.2,-2.0,c3,3.0,1.0,0
45.400000000000006,53.0,0.1,1.9,c2,NA,0.0,1
63.1,135.0,5.2,7.1000000000000005,c2,5.0,0.0,0
53.1,134.0,4.2,0.5,c1,3.0,0.0,1
48.400000000000006,37.0,-6.0,-7.0,c3,NA,1.0,0
59.7,92.0,2.0,7.2,c2,1.0,1.0,0
32.800000000000004,104.0,-1.8,-9.5,c5,2.0,NA,1
34.0,83.0,1.8,2.6,c2,3.0,0.0,1
56.5,88.0,0.3,0.9,c1,4.0,1.0,1
50.6,121.0,0.2,-2.7,c4,2.0,1.0,1
52.2,88.0,2.4000000000000004,0.4,c1,2.0,0.0,1
39.5,76.0,NA,1.6,c1,1.0,1.0,1
50.0,69.0,-2.4000000000000004,-5.0,c3,1.0,0.0,0
66.2,128.0,5.6000000000000005,0.6000000000000001,c1,4.0,0.0,0
56.8,139.0,-1.2000000000000002,-5.7,c2,2.0,0.0,1
51.5,90.0,6.7,12.1,c2,5.0,1.0,0
46.6,112.0,2.2,-1.6,c3,1.0,0.0,0
47.0,94.0,-0.3,-1.1,c2,4.0,0.0,1
33.1,101.0,2.4000000000000004,3.8,c3,1.0,1.0,0
52.2,91.0,6.2,2.9000000000000004,c5,3.0,0.0,1
56.900000000000006,154.0,5.0,2.9000000000000004,c3,4.0,1.0,0
37.5,98.0,4.5,4.5,c1,2.0,NA,1
44.900000000000006,98.0,-6.1000000000000005,-10.5,c3,3.0,1.0,0
40.900000000000006,92.0,2.6,-5.800000000000001,c4,4.0,0.0,0
42.400000000000006,75.0,2.8000000000000003,-2.2,c2,2.0,1.0,0
50.6,87.0,2.1,7.5,c3,3.0,0.0,0
33.5,79.0,-2.9000000000000004,-6.6000000000000005,c2,3.0,NA,0
55.1,76.0,-4.1000000000000005,-4.6000000000000005,c1,4.0,1.0,1
56.2,94.0,3.0,-4.6000000000000005,c3,2.0,0.0,0
48.1,72.0,3.8,7.4,c2,3.0,NA,0
30.3,82.0,4.7,1.2000000000000002,c1,5.0,0.0,1
42.2,103.0,4.2,0.2,c2,4.0,1.0,1
60.0,151.0,0.9,-1.3,c2,1.0,1.0,0
27.9,54.0,1.6,10.4,c3,2.0,NA,0
47.400000000000006,74.0,3.2,3.0,c4,2.0,0.0,1
40.7,45.0,-2.7,-4.6000000000000005,c3,3.0,1.0,0
56.6,119.0,4.9,-9.5,c5,2.0,1.0,1
44.8,129.0,5.1000000000000005,8.6,c1,3.0,0.0,0
53.400000000000006,104.0,-4.2,-8.200000000000001,c1,5.0,1.0,1
54.7,109.0,2.2,-3.3000000000000003,c3,4.0,NA,0
64.9,125.0,5.300000000000001,-0.2,c3,1.0,NA,0
48.5,105.0,NA,5.9,c4,3.0,0.0,0
53.2,132.0,4.2,1.9,c3,4.0,NA,0
38.3,132.0,4.0,-4.6000000000000005,c1,2.0,0.0,1
59.7,130.0,0.4,-2.1,c3,1.0,1.0,0
44.1,105.0,4.2,-1.5,c1,5.0,0.0,1
45.7,86.0,0.3,0.2,c2,4.0,0.0,1
50.0,97.0,-0.8,-3.9,c3,5.0,NA,0
37.6,76.0,3.9,-4.800000000000001,c3,4.0,0.0,0
52.0,94.0,3.2,0.8,c2,4.0,NA,1
57.900000000000006,117.0,7.800000000000001,5.0,c3,4.0,1.0,0
52.5,121.0,3.5,-3.9,c5,3.0,0.0,1
37.4,81.0,4.5,-6.0,c1,2.0,1.0,0
49.2,91.0,-1.6,-1.8,c1,1.0,0.0,1
56.1,NA,-1.4,-4.0,c1,3.0,1.0,1
35.1,49.0,-2.4000000000000004,-4.7,c2,2.0,0.0,0
41.6,108.0,1.1,2.6,c1,4.0,NA,1
57.2,101.0,-3.4000000000000004,-12.8,c2,3.0,0.0,1
52.3,73.0,1.2000000000000002,-0.3,c1,5.0,1.0,1
53.5,118.0,0.7000000000000001,NA,c1,2.0,0.0,0
65.0,139.0,5.800000000000001,2.7,c1,3.0,1.0,0
53.900000000000006,84.0,5.2,-3.0,c5,2.0,0.0,1
55.400000000000006,126.0,6.1000000000000005,0.9,c1,2.0,1.0,1
71.9,154.0,-0.5,-4.0,c1,3.0,0.0,0
48.400000000000006,151.0,6.2,-2.9000000000000004,c1,1.0,0.0,0
43.8,83.0,4.3,3.8,c5,4.0,0.0,1
53.6,105.0,NA,-1.1,c2,1.0,1.0,0
53.7,90.0,1.2000000000000002,-3.3000000000000003,c4,5.0,0.0,1
45.900000000000006,107.0,-4.0,-0.9,c1,2.0,0.0,1
41.900000000000006,86.0,5.6000000000000005,1.1,c1,3.0,1.0,1
68.60000000000001,158.0,3.8,8.0,c2,5.0,1.0,0
52.8,93.0,0.5,-2.3000000000000003,c3,4.0,1.0,0
44.3,103.0,2.4000000000000004,-3.6,c4,2.0,0.0,0
57.5,106.0,-1.1,-6.5,c1,2.0,1.0,1
49.3,49.0,-2.1,-3.0,c5,1.0,0.0,1
48.1,114.0,6.6000000000000005,-0.4,c2,3.0,1.0,1
54.7,61.0,3.8,2.3000000000000003,c2,4.0,0.0,1
39.8,79.0,3.1,-0.6000000000000001,c4,5.0,1.0,1
53.0,NA,2.9000000000000004,-0.8,c2,2.0,0.0,1
NA,126.0,1.4,-0.6000000000000001,c3,1.0,0.0,0
53.900000000000006,108.0,-0.1,2.5,c2,2.0,0.0,1
47.1,96.0,3.0,-1.2000000000000002,c1,5.0,0.0,1
46.1,103.0,-0.1,-0.9,c1,5.0,NA,1
46.900000000000006,92.0,5.0,4.6000000000000005,c5,2.0,0.0,1
48.1,167.0,2.6,-4.5,c4,3.0,0.0,0
47.1,86.0,-2.0,-1.1,c5,4.0,0.0,1
57.5,80.0,-0.6000000000000001,1.3,c3,3.0,0.0,1
36.3,39.0,0.3,2.8000000000000003,c3,5.0,0.0,0
57.1,130.0,-3.4000000000000004,-9.3,c1,4.0,1.0,1
47.1,52.0,4.0,-2.5,c3,4.0,0.0,0
53.2,73.0,-0.2,-2.0,c2,3.0,0.0,1
41.1,49.0,8.200000000000001,5.1000000000000005,c2,2.0,0.0,1
60.8,131.0,-0.6000000000000001,-2.1,c3,2.0,1.0,0
60.1,153.0,-0.1,-3.2,c1,5.0,0.0,1
57.8,88.0,3.9,2.6,c2,2.0,1.0,1
38.0,91.0,-2.4000000000000004,-14.5,c3,2.0,1.0,0
56.8,40.0,-0.7000000000000001,0.5,c4,4.0,0.0,1
53.400000000000006,86.0,5.7,9.6,c2,1.0,1.0,1
37.3,95.0,-0.1,-4.1000000000000005,c2,NA,0.0,0
50.0,92.0,-2.3000000000000003,-2.8000000000000003,c2,3.0,1.0,1
53.1,132.0,-1.1,4.6000000000000005,c1,1.0,0.0,0
54.6,48.0,2.4000000000000004,0.6000000000000001,c1,2.0,1.0,1
51.6,83.0,4.9,4.0,c4,2.0,1.0,1
52.5,117.0,-0.9,5.4,c1,2.0,0.0,0
62.0,132.0,2.8000000000000003,9.5,c2,2.0,1.0,0
60.0,131.0,7.9,0.8,c2,5.0,1.0,0
27.200000000000003,67.0,-0.6000000000000001,-3.9,c5,5.0,1.0,0
47.6,65.0,-0.0,2.1,c3,2.0,1.0,0
48.8,77.0,0.5,1.0,NA,3.0,0.0,0
36.1,139.0,0.2,1.5,c3,3.0,1.0,1
50.900000000000006,68.0,-1.3,-13.9,c1,2.0,0.0,0
60.2,79.0,7.6,-3.3000000000000003,c2,5.0,1.0,1
41.5,104.0,3.5,9.0,c1,NA,0.0,0
52.900000000000006,76.0,-1.7000000000000002,NA,c2,5.0,1.0,1
42.8,136.0,4.7,4.0,c1,2.0,0.0,0
44.8,165.0,5.800000000000001,-1.8,c4,3.0,0.0,0
62.0,114.0,-1.3,-4.5,c1,5.0,1.0,1
45.8,101.0,1.3,1.9,c1,3.0,0.0,1
53.900000000000006,57.0,4.1000000000000005,-3.9,c2,4.0,0.0,1
35.2,103.0,2.3000000000000003,-2.5,c1,1.0,NA,1
65.10000000000001,65.0,5.300000000000001,4.6000000000000005,c1,3.0,0.0,1
55.0,72.0,4.4,4.7,c5,2.0,NA,1
48.7,101.0,2.9000000000000004,-1.3,c1,3.0,1.0,1
54.8,123.0,-2.1,0.7000000000000001,c3,2.0,0.0,1
38.900000000000006,41.0,-0.4,NA,c3,3.0,0.0,0
59.6,102.0,0.4,-8.9,c1,3.0,0.0,1
47.6,51.0,4.1000000000000005,8.9,c1,1.0,0.0,1
48.5,89.0,4.800000000000001,NA,c2,4.0,0.0,1
46.2,72.0,6.1000000000000005,4.6000000000000005,c4,2.0,1.0,1
45.5,75.0,2.0,-0.4,c3,3.0,NA,0
NA,127.0,3.8,5.0,c1,5.0,1.0,0
52.2,111.0,7.2,7.0,c1,2.0,0.0,0
55.400000000000006,124.0,-1.5,-4.1000000000000005,c3,3.0,1.0,0
50.1,97.0,0.2,5.4,c2,5.0,0.0,1
54.3,127.0,4.6000000000000005,NA,c1,3.0,1.0,1
46.8,94.0,5.800000000000001,0.7000000000000001,c3,5.0,1.0,0
68.0,117.0,-1.1,-0.6000000000000001,c5,1.0,0.0,1
37.6,95.0,4.6000000000000005,2.2,c4,2.0,1.0,1
60.3,NA,0.4,1.7000000000000002,c3,4.0,NA,0
61.1,110.0,1.0,-6.6000000000000005,c5,3.0,0.0,1
43.3,118.0,4.5,1.3,c2,2.0,1.0,1
68.0,157.0,-2.1,1.4,c1,2.0,0.0,0
58.1,106.0,4.4,-4.1000000000000005,c2,4.0,0.0,1
57.900000000000006,137.0,3.9,0.8,c3,4.0,0.0,0
50.400000000000006,66.0,3.0,-1.3,c4,3.0,1.0,0
48.400000000000006,90.0,1.5,1.2000000000000002,c5,5.0,1.0,1
48.5,77.0,3.4000000000000004,NA,c2,3.0,0.0,1
53.3,106.0,-2.1,-3.1,c2,4.0,0.0,1
61.400000000000006,139.0,4.7,NA,NA,1.0,0.0,0
51.6,118.0,1.0,-0.4,c3,5.0,1.0,0
42.900000000000006,99.0,2.9000000000000004,0.3,c3,5.0,NA,0
56.8,115.0,3.9,1.6,c3,5.0,0.0,0
57.5,109.0,-1.0,3.7,c1,5.0,1.0,1
55.400000000000006,142.0,-2.8000000000000003,-9.1,c2,4.0,0.0,1
56.1,69.0,1.1,0.8,c1,1.0,0.0,1
48.0,79.0,0.7000000000000001,-5.0,c2,5.0,1.0,0
42.7,99.0,3.4000000000000004,9.7,c1,2.0,NA,0
43.2,130.0,3.7,2.0,c4,5.0,0.0,1
37.1,69.0,3.1,-4.2,c4,3.0,1.0,0
52.1,97.0,NA,-1.3,c3,2.0,0.0,0
49.5,64.0,5.5,-3.0,c1,NA,1.0,1
46.6,80.0,-1.6,-5.7,NA,2.0,0.0,0
26.5,80.0,5.800000000000001,6.1000000000000005,c1,4.0,0.0,1
40.2,126.0,-5.6000000000000005,-0.7000000000000001,c1,4.0,0.0,1
59.1,108.0,4.0,6.4,c2,3.0,0.0,0
44.8,70.0,-2.8000000000000003,-4.5,c1,3.0,0.0,0
53.0,107.0,0.2,1.0,c4,2.0,0.0,1
39.0,38.0,-1.3,0.7000000000000001,c5,2.0,1.0,0
61.7,153.0,6.2,13.3,c5,4.0,0.0,0
49.0,65.0,5.0,0.2,c1,3.0,NA,1
52.5,113.0,0.2,5.0,c2,1.0,1.0,0
68.8,140.0,-0.8,-7.0,NA,4.0,0.0,0
62.3,138.0,2.8000000000000003,5.800000000000001,c3,5.0,0.0,0
47.7,103.0,2.9000000000000004,-1.7000000000000002,NA,4.0,0.0,1
45.400000000000006,92.0,4.800000000000001,NA,c2,1.0,0.0,0
47.6,108.0,6.9,3.2,c1,4.0,1.0,1
54.2,130.0,5.0,-0.6000000000000001,c1,1.0,0.0,1
49.3,147.0,-0.2,0.0,c1,1.0,0.0,1
47.0,65.0,-2.8000000000000003,1.1,c1,2.0,NA,1
61.900000000000006,71.0,4.3,-6.800000000000001,c1,3.0,0.0,1
49.2,57.0,7.2,4.0,c4,4.0,0.0,1
68.60000000000001,83.0,NA,-4.7,c1,4.0,1.0,1
50.900000000000006,69.0,4.800000000000001,6.4,c1,2.0,0.0,1
NA,89.0,3.5,7.5,NA,3.0,NA,0
53.0,94.0,2.9000000000000004,0.1,NA,2.0,0.0,1
57.900000000000006,136.0,0.1,-4.5,c2,5.0,0.0,1
44.400000000000006,108.0,3.8,-5.1000000000000005,c4,2.0,1.0,0
43.3,72.0,3.2,9.5,c1,2.0,1.0,0
NA,92.0,5.800000000000001,9.1,c3,5.0,0.0,0
NA,168.0,4.4,-6.1000000000000005,c4,2.0,0.0,0
50.5,117.0,5.7,6.2,c2,2.0,1.0,0
39.900000000000006,88.0,-4.4,-10.1,c1,5.0,NA,0
39.3,85.0,5.1000000000000005,0.7000000000000001,c2,1.0,0.0,1
38.7,73.0,0.7000000000000001,-6.300000000000001,c3,1.0,0.0,0
36.0,131.0,8.9,-2.3000000000000003,c4,3.0,1.0,1
51.0,97.0,-0.3,-2.0,c2,2.0,1.0,1
59.2,120.0,0.3,6.7,c1,5.0,0.0,0
50.1,56.0,4.0,-2.0,c3,4.0,0.0,0
32.1,53.0,2.8000000000000003,4.6000000000000005,c1,3.0,1.0,1
48.6,83.0,-1.4,1.6,c1,1.0,NA,1
NA,111.0,3.3000000000000003,4.4,c1,2.0,0.0,1
66.9,NA,5.9,12.0,c2,5.0,0.0,0
38.5,82.0,0.7000000000000001,NA,c2,2.0,0.0,1
47.0,79.0,0.5,6.5,c3,1.0,0.0,0
NA,94.0,2.2,-4.5,c1,2.0,0.0,1
53.8,76.0,3.4000000000000004,4.5,c2,4.0,1.0,1
54.7,103.0,2.3000000000000003,6.800000000000001,NA,5.0,0.0,0
51.1,105.0,0.4,-4.6000000000000005,c2,NA,1.0,0
52.8,100.0,5.2,-11.8,c3,2.0,1.0,0
56.400000000000006,88.0,4.7,-2.8000000000000003,c4,4.0,1.0,1
43.7,86.0,3.4000000000000004,-1.7000000000000002,c1,2.0,0.0,0
57.2,104.0,-2.0,-1.0,c4,2.0,1.0,1
39.2,54.0,4.0,-0.5,c4,2.0,NA,0
52.8,107.0,NA,3.6,c2,2.0,0.0,0
51.6,152.0,-2.2,-6.1000000000000005,c4,1.0,0.0,1
NA,88.0,-4.7,-6.300000000000001,c2,4.0,1.0,0
50.0,61.0,0.6000000000000001,-1.4,c4,2.0,0.0,1
45.2,132.0,0.8,-3.6,c3,2.0,NA,0
41.6,120.0,4.9,6.1000000000000005,c5,3.0,0.0,1
47.3,134.0,7.300000000000001,10.7,NA,4.0,0.0,0
41.3,84.0,-1.3,-7.6,c3,3.0,NA,0
52.7,84.0,4.3,3.1,c1,2.0,1.0,1
41.0,61.0,1.4,-6.5,c5,1.0,1.0,0
55.900000000000006,141.0,5.4,-4.3,c1,3.0,1.0,1
40.7,128.0,-3.4000000000000004,-0.2,c2,3.0,1.0,1
45.6,68.0,7.6,13.6,c4,2.0,0.0,0
45.2,NA,4.4,0.8,c2,3.0,0.0,0
NA,118.0,4.7,10.3,c3,4.0,0.0,0
52.8,NA,5.2,0.2,c2,1.0,1.0,1
48.5,78.0,-0.2,-2.8000000000000003,c2,4.0,0.0,1
54.2,101.0,6.5,11.2,c4,3.0,0.0,0
33.300000000000004,83.0,3.6,-2.4000000000000004,c4,2.0,0.0,0
49.8,79.0,-0.7000000000000001,1.7000000000000002,c2,4.0,NA,1
66.10000000000001,131.0,4.6000000000000005,1.0,c3,4.0,0.0,0
51.2,99.0,1.6,-3.2,c2,4.0,1.0,1
50.7,39.0,3.1,-1.1,c5,3.0,0.0,1
54.5,122.0,3.9,-7.4,c3,3.0,1.0,0
57.3,100.0,-2.9000000000000004,1.2000000000000002,c2,3.0,1.0,1
34.2,39.0,0.2,-0.5,c2,2.0,1.0,0
36.7,58.0,2.7,0.1,c1,1.0,0.0,0
51.8,109.0,6.300000000000001,0.9,c5,5.0,NA,1
44.400000000000006,92.0,5.4,4.4,c1,1.0,0.0,1
60.7,135.0,-2.3000000000000003,0.1,c1,3.0,NA,0
47.6,108.0,3.7,0.5,c2,2.0,0.0,0
34.7,43.0,4.9,6.800000000000001,c3,4.0,0.0,1
40.0,4.0,5.300000000000001,4.2,c3,3.0,0.0,0
28.1,67.0,2.2,-0.1,c1,2.0,0.0,0
48.3,114.0,4.9,6.6000000000000005,c1,2.0,0.0,0
48.7,92.0,2.9000000000000004,-1.2000000000000002,c1,2.0,0.0,0
46.8,112.0,-1.4,-8.1,c3,3.0,0.0,0
58.8,88.0,4.7,2.2,c5,3.0,1.0,1
59.8,107.0,-1.0,-2.3000000000000003,c4,4.0,1.0,1
48.8,73.0,-0.0,-2.6,c2,2.0,0.0,0
33.1,90.0,-0.2,3.3000000000000003,c2,4.0,1.0,1
55.1,84.0,-0.9,-0.3,c2,2.0,0.0,1
54.6,163.0,2.9000000000000004,0.5,c4,5.0,0.0,0
52.6,NA,-0.3,-1.9,c3,1.0,1.0,0
58.0,135.0,5.9,3.9,c1,4.0,0.0,0
40.8,71.0,5.4,5.300000000000001,c1,2.0,1.0,1
66.2,164.0,-4.1000000000000005,-5.0,c2,4.0,0.0,0
42.5,122.0,0.1,-2.2,c2,3.0,0.0,0
56.2,102.0,-0.1,-7.4,c5,3.0,0.0,1
36.7,85.0,2.3000000000000003,-2.6,c1,5.0,1.0,1
42.7,122.0,-0.7000000000000001,-1.0,c4,3.0,1.0,1
62.3,129.0,4.6000000000000005,3.2,c4,2.0,1.0,0
48.1,72.0,-1.8,-9.5,c2,3.0,NA,0
56.900000000000006,114.0,-2.2,-5.9,c1,1.0,1.0,1
52.1,83.0,0.2,-5.4,c1,2.0,0.0,1
49.3,103.0,-1.0,3.3000000000000003,c3,2.0,0.0,0
61.1,98.0,-1.8,-2.1,c1,3.0,0.0,1
48.3,107.0,3.4000000000000004,3.2,c4,5.0,0.0,1
35.9,28.0,-0.9,-2.6,c3,2.0,0.0,0
43.7,59.0,5.4,0.5,c3,4.0,1.0,0
54.6,86.0,5.9,1.7000000000000002,c3,5.0,NA,1
53.3,101.0,4.1000000000000005,4.0,c1,3.0,NA,1
37.6,38.0,4.4,1.1,c3,4.0,1.0,0
44.400000000000006,67.0,2.1,2.4000000000000004,c2,4.0,1.0,0
45.5,114.0,3.7,2.2,c1,2.0,0.0,1
47.2,120.0,-0.1,-0.4,c1,5.0,NA,1
39.1,14.0,3.4000000000000004,2.9000000000000004,c2,2.0,NA,0
45.1,76.0,-0.9,-4.6000000000000005,c2,1.0,0.0,0
44.3,125.0,4.5,1.0,c1,4.0,0.0,1
56.3,121.0,3.2,5.1000000000000005,c2,2.0,1.0,0
56.6,122.0,4.800000000000001,10.3,c5,1.0,NA,0
49.0,114.0,0.1,2.4000000000000004,c2,2.0,NA,0
47.0,69.0,4.1000000000000005,-9.8,c1,2.0,0.0,0
51.3,108.0,3.2,-2.0,c2,2.0,0.0,1
43.6,102.0,1.5,0.2,c2,1.0,0.0,1
41.0,88.0,-2.0,-8.0,c4,2.0,0.0,0
42.6,77.0,-4.1000000000000005,-10.1,c2,3.0,1.0,0
45.1,91.0,-2.0,-5.1000000000000005,c1,1.0,1.0,0
40.8,54.0,2.6,2.2,c1,4.0,NA,1
51.5,119.0,0.1,1.1,c1,4.0,NA,1
56.0,72.0,4.3,0.6000000000000001,c3,4.0,1.0,1
37.5,57.0,5.0,0.9,c1,2.0,1.0,1
50.400000000000006,119.0,3.3000000000000003,-2.3000000000000003,c3,3.0,0.0,0
48.400000000000006,105.0,6.0,5.800000000000001,c2,1.0,1.0,0
52.900000000000006,92.0,4.2,3.9,c3,5.0,1.0,1
50.1,54.0,3.8,5.6000000000000005,c1,1.0,0.0,1
38.5,80.0,1.4,0.1,c1,2.0,1.0,1
40.1,66.0,4.0,-3.7,c2,1.0,1.0,0
50.400000000000006,114.0,5.0,1.3,c2,5.0,1.0,1
NA,100.0,-5.0,-2.3000000000000003,c2,1.0,0.0,1
32.4,23.0,4.3,-5.2,c3,1.0,NA,0
52.900000000000006,68.0,3.4000000000000004,1.0,c4,1.0,0.0,1
59.7,105.0,5.4,4.3,c2,5.0,0.0,0
48.900000000000006,101.0,3.7,10.2,c1,3.0,0.0,0
54.6,76.0,5.0,0.2,c1,5.0,NA,1
44.5,70.0,-1.6,-3.5,c4,5.0,1.0,0
49.2,120.0,-0.5,5.1000000000000005,c1,4.0,0.0,0
37.2,108.0,-1.9,-5.800000000000001,c1,2.0,1.0,1
31.4,76.0,4.9,7.300000000000001,c5,5.0,1.0,1
57.7,105.0,-1.4,-1.2000000000000002,c1,3.0,0.0,1
42.3,70.0,2.0,-0.8,c3,3.0,1.0,0
46.5,109.0,4.1000000000000005,3.9,c1,3.0,1.0,0
39.1,73.0,3.9,1.1,c3,4.0,0.0,0
38.900000000000006,106.0,-1.9,6.300000000000001,c1,5.0,1.0,1
48.8,124.0,-1.4,-11.6,c4,5.0,1.0,1
44.3,102.0,-2.6,-5.1000000000000005,c1,3.0,0.0,0
53.2,92.0,-2.0,-4.4,c1,1.0,0.0,1
53.8,NA,0.7000000000000001,-1.6,c3,5.0,0.0,1
52.7,60.0,-1.1,2.0,c2,1.0,0.0,1
52.1,102.0,NA,-7.1000000000000005,c2,3.0,1.0,1
62.8,119.0,4.1000000000000005,4.1000000000000005,c2,2.0,0.0,0
41.6,49.0,0.2,NA,c2,2.0,0.0,0
49.7,163.0,-3.4000000000000004,-1.0,c5,3.0,0.0,1
59.2,131.0,4.1000000000000005,1.4,c3,4.0,NA,0
60.3,95.0,3.0,2.4000000000000004,c2,5.0,0.0,1
38.8,137.0,5.2,2.4000000000000004,c1,5.0,0.0,1
47.7,83.0,6.300000000000001,-0.3,c2,3.0,1.0,1
NA,141.0,-0.7000000000000001,4.5,c5,2.0,0.0,0
54.2,110.0,5.800000000000001,0.3,c1,3.0,1.0,1
51.7,91.0,2.5,-1.5,c1,2.0,1.0,1
48.400000000000006,88.0,4.0,-1.7000000000000002,c1,3.0,0.0,1
47.1,134.0,5.0,4.5,c3,5.0,1.0,0
52.5,128.0,-2.1,-5.5,c3,3.0,0.0,1
48.1,94.0,-0.2,4.6000000000000005,c3,1.0,1.0,0
49.8,45.0,5.9,5.800000000000001,c4,4.0,1.0,1
50.8,110.0,5.6000000000000005,2.2,c3,2.0,0.0,0
44.7,58.0,2.5,-3.3000000000000003,c5,2.0,NA,1
54.400000000000006,122.0,5.2,NA,c2,4.0,1.0,0
73.5,120.0,-0.8,-0.2,c1,NA,0.0,0
35.9,60.0,-1.8,-3.3000000000000003,c2,3.0,0.0,0
52.8,88.0,-2.6,-4.5,c3,4.0,1.0,0
44.1,118.0,4.5,-2.0,c2,2.0,0.0,1
54.8,61.0,1.9,9.6,c2,3.0,0.0,1
50.5,121.0,-1.3,-3.6,c3,3.0,0.0,1
56.3,120.0,1.1,-6.4,c1,3.0,1.0,1
