record_id,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,ingest_marker,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
P19957187,54.900000000000006,67.0,-0.5,-0.5,c4,1.0,1.0,1,Z-YSS,1.0,A,0.2760966724488758,37.385123423673946
P76801912,,74.0,,-4.2,c3,1.0,0.0,0,Z-OPP,1.0,A,0.2083438656276018,
P16744298,41.400000000000006,87.0,2.9000000000000004,-0.9,c2,1.0,0.0,0,Z-RRV,1.0,A,-1.1320523385862935,
P99051518,55.8,121.0,-0.4,0.2,c1,3.0,1.0,1,Z-MQS,1.0,A,-0.244436066281975,38.306508411736274
P86801860,39.3,49.0,2.9000000000000004,5.5,c1,1.0,1.0,1,Z-SSP,1.0,A,-0.0194973305459063,19.79767425986101
P96335416,43.8,107.0,-2.0,-4.0,c2,4.0,0.0,1,Z-WCK,1.0,A,0.3163562500561303,24.848604903874502
P73198159,60.6,71.0,-0.5,1.9,c3,3.0,0.0,1,Z-TSH,1.0,,-0.8536412399658581,43.73208561027279
P77708212,56.900000000000006,40.0,0.9,4.1000000000000005,c4,3.0,1.0,1,Z-KGS,1.0,A,-0.2182838882813296,39.56198146424778
P21205792,62.1,97.0,4.4,7.7,c1,5.0,0.0,0,Z-EAE,1.0,?,1.014633481777622,45.386584607172765
P92285412,,134.0,4.9,4.4,c3,2.0,1.0,0,Z-VZD,1.0,A,1.6104993062422222,29.55493054681437
?,40.900000000000006,126.0,3.7,-2.2,c3,,0.0,0,Z-UTK,,A,0.6255902727305087,21.629760428509098
P98835523,48.2,54.0,0.7000000000000001,2.8000000000000003,c2,3.0,1.0,1,Z-YHP,1.0,A,0.8484459909289621,29.836065226366916
P65586663,51.0,61.0,0.3,-2.1,c1,3.0,0.0,0,Z-DGV,1.0,A,1.5527051038872388,32.91828167516517
P59749786,50.8,122.0,4.3,4.3,c1,3.0,0.0,0,Z-OXS,1.0,A,-1.94900306603223,32.71089844706009
P26364730,59.2,104.0,-1.5,,?,3.0,0.0,0,Z-AOB,1.0,A,1.9398531071655616,42.20312430881032
P23015078,47.3,132.0,0.8,-3.5,c4,2.0,0.0,1,Z-VBD,1.0,A,-0.0035922664745908,28.74856617496899
P66184364,53.0,125.0,2.1,-2.7,c3,,,0,Z-SDK,1.0,A,-1.6446167476282083,35.16831024622632
P86444754,42.2,112.0,-4.2,-10.9,c3,5.0,0.0,0,Z-XGB,1.0,A,0.3458384896631084,23.102355655088544
P73811156,53.8,84.0,2.7,-1.8,c2,2.0,0.0,1,Z-QZL,1.0,A,0.7484243819551246,36.05285550239432
P45629413,50.2,112.0,1.7000000000000002,-4.5,c1,3.0,1.0,1,Z-FGK,1.0,A,-0.5550184244787554,32.02797695167073
P67126209,44.2,145.0,2.9000000000000004,3.3000000000000003,c1,4.0,0.0,1,Z-NMW,1.0,A,1.236442603038623,25.251679955439343
P38138785,48.3,101.0,2.4000000000000004,-4.0,c4,,1.0,0,Z-LAU,1.0,A,0.9269735301536428,29.877535740426325
P12404081,48.7,97.0,0.2,-4.3,c2,1.0,1.0,0,Z-XNT,1.0,A,2.353401074174577,30.34241828136301
P55081929,48.0,85.0,-19.0,-3.2,c4,3.0,1.0,0,Z-XSI,1.0,A,-0.0152457804093335,
P94507258,64.3,,1.3,7.2,c2,3.0,1.0,0,Z-KQA,1.0,A,0.0376751697975956,47.94207118040915
,49.400000000000006,69.0,-3.5,-7.6,c1,5.0,0.0,0,Z-TGE,1.0,A,-0.4565829101244393,31.113985979229085
P33753026,48.2,73.0,,-4.6000000000000005,c3,5.0,1.0,0,Z-EUZ,1.0,A,-1.027571572637668,
p11683043,33.4,28.0,4.1000000000000005,-3.6,c3,4.0,0.0,0,Z-WPS,1.0,A,0.4102221148176797,
P45028589,43.0,47.0,1.3,-4.1000000000000005,c3,2.0,,0,Z-EXC,1.0,A,2.1969589375807583,
P33788365,48.1,31.0,4.1000000000000005,-0.8,c1,2.0,0.0,0,Z-PCS,1.0,A,-0.5973603600855318,29.632339179892824
P24732333,44.7,70.0,-0.7000000000000001,7.6,c1,3.0,0.0,1,Z-WBT,,A,-0.8035244927666989,25.827325914410217
,61.2,137.0,5.4,7.2,c2,2.0,1.0,0,Z-JOH,1.0,A,0.1658431385929841,44.435368340400174
p86609175,48.8,90.0,,0.5,c2,5.0,1.0,1,Z-BGW,1.0,A,-0.6733878908563175,30.51556002143403
P77447346,60.5,109.0,1.7000000000000002,7.7,c1,1.0,0.0,0,Z-UME,1.0,,0.5287136881926525,43.59599824386427
P89396884,50.7,122.0,-1.0,-5.1000000000000005,c2,3.0,0.0,1,Z-HHB,1.0,A,-0.2302425419179782,32.55534170645331
P96147315,50.5,146.0,-21.0,-5.2,c3,2.0,1.0,0,Z-IML,1.0,A,-0.4882873082420468,32.33505052779419
P83609546,49.400000000000006,160.0,0.4,-3.3000000000000003,c2,4.0,0.0,0,Z-LNE,1.0,A,-0.5059383483083081,
P83632663,50.2,104.0,4.3,6.5,c1,3.0,1.0,1,Z-PUE,1.0,A,0.0751587046812786,32.03416626459313
P16191898,63.900000000000006,,0.2,,c5,1.0,0.0,1,Z-TUQ,1.0,A,1.460675776530432,47.469155027448735
P94700153,31.6,58.0,0.8,5.5,c1,4.0,0.0,1,Z-FJA,1.0,A,-1.936532434910868,11.123503459239036
p16964176,34.1,89.0,5.0,4.6000000000000005,c1,3.0,0.0,1,Z-GXO,,A,1.9150646930097168,13.98608830005189
P67270567,45.8,89.0,-0.9,,c1,3.0,0.0,0,Z-KSV,1.0,A,0.3936016358689564,
P99021611,50.3,96.0,4.800000000000001,-5.1000000000000005,c1,1.0,1.0,1,Z-OWE,1.0,A,1.4663914076975122,32.13075093743812
?,55.7,107.0,-2.5,-11.0,c3,3.0,0.0,0,Z-LUN,1.0,A,0.9236577354621428,
P75967083,53.900000000000006,81.0,2.2,-6.800000000000001,c1,3.0,,1,Z-UDI,1.0,A,0.6196340822378729,36.25778478224728
P62863186,47.1,32.0,0.5,-3.0,c1,1.0,0.0,0,Z-CGE,1.0,,-0.8273201866752702,28.54178678407487
P35592960,58.3,96.0,-1.9,-9.8,c1,3.0,1.0,1,Z-RUU,1.0,A,-0.8378125470994924,41.17139323917586
P17328952,,154.0,4.9,8.0,c1,,0.0,0,Z-CHH,1.0,A,0.8199630157226343,41.27175862837458
P67825205,51.6,141.0,,-1.4,c2,1.0,0.0,1,Z-RMK,1.0,A,0.5794943385431693,33.65652048144409
P15571343,57.900000000000006,139.0,-0.9,0.2,c1,2.0,1.0,1,Z-XPI,1.0,A,2.0959197538147514,
P57216286,52.3,91.0,-3.1,-6.4,c1,2.0,1.0,1,Z-CIY,1.0,A,-3.2269849282138803,34.45380737088916
P78412553,45.7,72.0,4.5,5.800000000000001,c4,,1.0,0,Z-ZEL,1.0,A,-0.605052113534155,26.94665275895405
P25603716,55.7,293.5250886164407,-3.8,-13.3,c2,4.0,0.0,1,?,1.0,A,-2.612000136488662,38.280351551000045
P28211166,51.0,73.0,-0.8,-2.5,c1,4.0,0.0,1,Z-EAY,1.0,A,2.000945749516091,32.9955181032081
P91794919,50.2,101.0,-4.4,-3.3000000000000003,c2,3.0,,1,Z-FTL,1.0,A,-0.7017209202980964,
P81083750,61.900000000000006,166.0,-0.1,0.8,c1,5.0,0.0,0,Z-JPU,1.0,A,-1.4798326438395646,
P74554359,30.5,71.0,2.3000000000000003,-0.9,?,2.0,1.0,0,Z-ZGH,1.0,A,0.6610467459202235,9.94215084313922
P51765095,38.8,73.0,1.0,-8.0,c1,4.0,1.0,0,Z-RSC,1.0,A,0.7459145136704722,19.240842468563873
P94842776,40.7,116.0,33.0,5.6000000000000005,c1,4.0,0.0,1,Z-DBB,1.0,,-1.2770295317535578,21.31636616263067
P10625233,47.3,97.0,4.5,0.7000000000000001,?,1.0,1.0,1,Z-DCS,1.0,A,-0.7183462671720617,28.73065417188075
P32653845,48.1,102.0,,3.8,c1,1.0,1.0,1,Z-WWR,1.0,A,-0.2173986279687234,29.708526472105728
P60537726,38.1,121.0,5.5,12.6,c2,5.0,1.0,0,Z-BOL,1.0,A,1.5295012941354107,
P13907313,42.3,,-0.1,-1.3,c1,2.0,0.0,0,Z-DMF,,B,-0.7867103384573004,
,43.3,98.0,,-0.6000000000000001,c1,4.0,0.0,1,Z-XMG,1.0,A,-0.0644169498419509,24.252424893287863
P57129371,69.8,113.0,5.9,1.1,c4,1.0,0.0,0,Z-JVT,1.0,B,0.9871530547382474,54.11681682868303
P16649577,64.60000000000001,119.0,4.4,5.0,c3,4.0,1.0,0,Z-HNB,1.0,A,0.1137412310225854,48.21567752972432
P25599823,46.900000000000006,98.0,-2.1,-6.9,c3,2.0,0.0,0,Z-ABR,1.0,A,-0.3959292118198929,28.29425524083815
P33496712,47.2,77.0,2.5,2.8000000000000003,c2,3.0,1.0,1,Z-YYQ,1.0,A,0.0835956466263172,28.72775038723881
P96189663,41.0,91.0,4.0,6.6000000000000005,c2,1.0,1.0,1,Z-HUW,1.0,A,,21.657164025305352
,34.9,85.0,-1.3,-3.1,c3,1.0,1.0,0,Z-NBZ,1.0,A,-0.0157730402423098,14.8268262809726
P68320108,49.2,104.0,3.1,,c2,4.0,0.0,0,Z-WFA,1.0,A,1.0056906351132,30.948078322323283
P41111229,42.2,90.0,-47.0,-6.0,c4,3.0,1.0,0,Z-PEA,1.0,A,-1.007712167686588,23.01933215080377
P36300527,49.5,96.0,3.6,-1.4,c3,4.0,0.0,0,Z-MRV,1.0,A,-0.317066554839998,31.23634521504191
P73614627,37.4,76.0,0.2,-8.5,c1,2.0,1.0,0,Z-OCX,1.0,A,-0.6563620032731534,17.598147358608703
P25054618,44.1,92.0,-3.0000000000000004,-0.7000000000000001,c1,2.0,0.0,1,Z-KSS,1.0,A,1.020725316199725,25.14222987520768
P24975450,51.3,77.0,-1.7000000000000002,-1.8,c1,5.0,0.0,1,Z-NQW,1.0,A,-1.1340285891898991,33.337643857725475
P49896306,53.1,140.0,3.5,5.6000000000000005,c2,3.0,1.0,0,Z-SYC,1.0,A,-1.6998548291611673,35.295886380055435
P53348799,53.5,104.0,54.0,6.9,c4,4.0,0.0,0,Z-GWI,1.0,A,0.4341000253443692,35.75724762867813
?,39.6,72.0,4.4,11.0,c2,2.0,1.0,1,Z-NOT,1.0,A,,
P70727059,57.0,123.0,3.6,-0.9,c2,3.0,0.0,0,,,A,2.132210805064552,39.69217157122006
P95170403,43.8,87.0,38.0,3.3000000000000003,c2,4.0,0.0,1,Z-XCF,1.0,A,-1.656103493396711,24.798094730583347
P90864957,55.2,142.0,3.2,-1.7000000000000002,c3,2.0,0.0,0,Z-LAS,1.0,A,-1.300108456716585,
?,50.1,124.0,,7.2,c2,2.0,0.0,0,Z-CMA,1.0,A,1.2876559995246155,31.904251910436265
P28831882,39.1,,2.9000000000000004,-3.0,c2,1.0,1.0,0,Z-WNS,1.0,A,0.6348883915641126,19.61251250829847
P17138771,47.6,163.99332402987895,4.0,5.800000000000001,c3,5.0,0.0,0,Z-ZYY,,A,-0.4799519629744829,29.154220658769308
P95116806,53.1,112.0,-1.9,-6.4,c3,5.0,1.0,1,Z-HCQ,1.0,A,0.2708113644095742,35.28827367857391
P27254192,-24.218673502173154,78.0,6.6000000000000005,7.5,c3,1.0,1.0,1,Z-CAU,1.0,A,1.1252132341350254,37.51668842427139
P67646164,49.0,315.53256170812546,-0.9,2.7,c3,4.0,1.0,0,Z-FCV,1.0,A,0.6002176951477197,
P29852073,,,-1.0,-9.1,,3.0,1.0,0,Z-HVI,1.0,A,-1.8168355863783852,45.786010015409474
P28235556,58.2,19.0,4.800000000000001,-3.1,c5,5.0,0.0,1,Z-WHW,1.0,A,-0.032346922677228,41.067596938879035
P24649129,48.1,116.0,1.5,,c3,3.0,0.0,0,Z-DQQ,1.0,A,0.186096089960392,29.690112952402224
P95956912,56.2,122.0,-0.8,-1.7000000000000002,c2,2.0,1.0,1,Z-NWG,1.0,A,1.1269525061875816,38.7510963092325
P16839656,65.60000000000001,137.0,0.2,-2.7,c4,5.0,1.0,0,Z-ADL,1.0,A,1.242677149709049,49.40414136669368
P88510200,65.9,164.0,3.4000000000000004,-0.7000000000000001,c4,5.0,1.0,0,Z-FSN,1.0,A,0.1275137143209158,49.64436140704724
P28859093,40.3,83.0,-0.9,-6.1000000000000005,c2,3.0,0.0,0,Z-AXE,1.0,A,0.5471294106512335,
P12161805,42.7,78.0,0.1,-0.1,c4,3.0,1.0,1,Z-UZX,1.0,A,-0.3808560100531754,23.661201999585643
P30102823,62.0,142.0,4.7,-1.5,c5,4.0,0.0,0,Z-AIJ,1.0,A,,45.36426908060466
P41846264,41.7,224.13701405434193,4.6000000000000005,4.0,c1,1.0,0.0,1,Z-HMC,1.0,A,0.2321640682416121,22.475470542461267
P53159412,39.6,76.0,3.4000000000000004,-1.0,c2,4.0,0.0,0,Z-YVP,1.0,A,-1.44557896960745,20.097129800374887
p62967323,46.3,101.0,4.5,0.5,c2,5.0,0.0,1,Z-SEO,1.0,A,-2.095671226646654,27.624252823708577
P68296197,53.5,115.0,2.5,5.7,c3,2.0,0.0,0,Z-RDJ,1.0,A,-1.3921388877511365,35.78204038527127
P60659830,49.3,90.0,-2.7,0.0,c5,1.0,,1,Z-RJU,1.0,A,0.5846864199000885,31.078429640500133
P42748180,45.0,78.0,5.0,,c1,1.0,1.0,0,Z-PJQ,1.0,,0.0793143266752835,26.14492741634967
P38323041,44.8,61.0,3.3000000000000003,-2.4000000000000004,c3,5.0,1.0,0,Z-HCX,1.0,A,-0.1130135110498047,25.93208784447942
P25136014,44.5,70.0,2.4000000000000004,3.8,c3,4.0,0.0,0,Z-RHL,1.0,,1.5456766678233476,25.588966420285622
P46370133,43.1,138.0,0.8,-7.0,c3,2.0,1.0,0,Z-QKR,1.0,A,0.3609468234218598,24.084413342069517
P18520487,68.4,124.0,-4.800000000000001,0.3,c2,5.0,1.0,0,Z-NUA,1.0,,-0.3370849622558516,
P50765823,52.5,110.0,-2.7,-3.4000000000000004,c2,5.0,1.0,1,Z-MPN,1.0,A,1.2139655345423486,34.677599640669996
P33676891,,72.0,0.0,-4.0,c1,5.0,1.0,1,Z-YHA,1.0,A,-0.0212347849116015,39.98083148964265
?,,163.0,-1.9,-3.3000000000000003,c1,3.0,1.0,1,Z-ARM,1.0,A,-1.653274989047659,27.59830278692969
P25373426,48.7,75.0,3.8,7.5,c1,4.0,0.0,1,Z-VTR,1.0,A,-0.6478527045718774,30.32638990532556
P62495379,44.400000000000006,159.15383868447984,0.6000000000000001,-10.1,c1,1.0,0.0,0,Z-ZZG,1.0,A,-0.5743625351298156,25.578014167666804
P53293193,28.9,63.0,2.5,4.9,c3,2.0,0.0,0,Z-SOO,1.0,A,0.2550784522858346,8.134624985727182
P88398145,39.1,58.0,4.2,7.1000000000000005,c4,3.0,0.0,1,Z-GJI,1.0,A,-0.1360147077360353,19.5979165083692
P47263938,35.7,86.0,,0.7000000000000001,c1,1.0,0.0,1,Z-RIE,1.0,A,0.4986980518860715,
P74480561,32.2,29.0,6.4,3.7,c3,1.0,0.0,0,Z-JCR,1.0,A,-0.010753314804165,11.751945998435534
P19362251,40.6,115.0,-1.1,-2.0,c1,1.0,0.0,1,Z-QLX,,A,-0.2909812407325884,
P28291082,60.8,144.0,0.8,2.2,c2,3.0,,0,Z-WWW,,A,-0.3574122466253231,43.92460111443468
P63679254,,97.0,5.5,0.1,c1,3.0,0.0,1,Z-EZV,1.0,A,-0.1974516332492209,31.60007449066081
P13224448,60.5,73.0,2.1,0.1,c1,5.0,1.0,1,Z-REY,1.0,A,-0.4263767234090705,
P96544134,53.400000000000006,84.0,-0.3,-2.3000000000000003,c4,3.0,0.0,1,Z-TLH,1.0,A,-1.4812849990255137,35.69884319210788
P16085522,56.400000000000006,113.0,2.0,3.1,c2,3.0,0.0,1,Z-EIY,1.0,A,-0.8452381141381757,
P70596771,42.900000000000006,56.0,6.1000000000000005,15.1,?,4.0,0.0,1,Z-SBZ,1.0,A,0.5271434609736791,23.891927042258825
P49221131,54.400000000000006,79.0,0.3,-4.4,c1,4.0,1.0,1,Z-QDG,1.0,A,-1.1568815146378095,36.71555858773404
,56.0,139.0,-1.4,-2.5,c4,2.0,0.0,1,Z-JCF,1.0,A,1.3406200639258663,38.55842810666911
p42723510,45.5,97.0,-2.3000000000000003,-6.9,c2,4.0,0.0,0,Z-ASG,1.0,A,0.3521790381437127,26.810174369896764
P97767585,54.6,111.0,6.2,,c5,5.0,0.0,1,Z-KLF,1.0,A,-0.1959552540017836,37.0358633355455
P71419292,54.7,122.0,1.2000000000000002,-5.1000000000000005,c2,4.0,1.0,1,Z-TWC,1.0,A,-1.6112284510332944,37.095689827173494
P15813059,45.8,89.0,4.4,-4.3,c2,2.0,0.0,0,Z-SAX,1.0,A,-0.2086301793334085,27.054026409829255
P17550031,41.2,84.0,1.5,4.800000000000001,?,4.0,1.0,1,Z-PFX,1.0,A,-0.3538177473234232,21.895084109561047
P36301658,40.7,97.0,0.6000000000000001,0.4,c3,4.0,0.0,0,Z-UTH,1.0,A,0.5137919396416514,21.34284501291555
P32909592,50.900000000000006,123.0,,-3.0,c4,2.0,0.0,1,Z-RPO,1.0,A,1.1745669558054854,32.77854987729316
P88535868,52.8,118.0,3.8,-2.0,c1,4.0,1.0,1,,1.0,A,1.0114164197197486,34.943088819103835
P71720177,,129.0,54.0,2.8000000000000003,c2,1.0,0.0,0,Z-OAI,1.0,A,0.7145315394205759,24.86726752587877
P81893688,50.400000000000006,101.0,-1.3,-7.6,c1,2.0,1.0,1,Z-FQK,1.0,A,0.9043365552234904,
P61126093,54.7,72.0,-1.0,-2.6,c4,,1.0,1,Z-JRQ,1.0,A,1.7739470741569254,
,55.1,138.0,1.0,0.7000000000000001,c3,1.0,1.0,0,Z-RGH,1.0,A,0.7066838941051614,37.56371643198771
P56502730,62.6,115.0,-0.1,-4.0,c1,1.0,1.0,0,Z-RDV,1.0,A,0.6272591990525649,45.9669210811024
,-18.91867350217315,97.0,-2.7,,c2,5.0,0.0,1,Z-TOT,,A,-0.5634644891525754,
P91149745,,106.0,-1.0,-3.8,c2,2.0,0.0,0,Z-LIS,1.0,A,0.1033311427500272,22.988377105191105
?,63.6,133.0,-1.1,0.9,,1.0,0.0,0,?,1.0,A,,47.1522758858422
,45.900000000000006,59.0,4.2,2.9000000000000004,c2,4.0,1.0,1,Z-TOE,1.0,A,-1.6969609830478145,27.221211458998567
P35038093,58.5,133.0,7.5,-1.8,c1,3.0,1.0,0,Z-MLB,1.0,A,1.948747372303168,41.403855312089846
P27592992,50.7,152.0,6.0,6.7,c3,3.0,,0,Z-ALO,1.0,A,-0.1434825487159811,32.6118796344598
P38627713,46.900000000000006,104.0,5.5,5.5,c1,5.0,0.0,1,Z-MAJ,1.0,A,0.6817304241522204,28.29065559388729
p60901359,35.7,69.0,4.800000000000001,3.4000000000000004,c3,4.0,1.0,1,Z-GUA,1.0,A,-2.2259154501701923,15.730728262025604
P67260216,48.8,53.0,-2.0,3.6,c2,4.0,1.0,0,Z-KWB,1.0,A,0.1236906259950618,30.455919408052868
P60878045,37.7,135.0,5.5,3.3000000000000003,c3,3.0,0.0,1,Z-EAH,1.0,A,-1.141037076524278,
P11613829,57.900000000000006,100.0,,-2.7,c2,3.0,0.0,1,Z-IOR,1.0,A,-0.1080934997682128,40.70569312258495
P98209198,62.3,287.9243446177227,4.9,4.7,c1,4.0,,1,Z-NFO,1.0,A,-1.1541917529403056,45.65113391425323
P35324153,43.8,93.0,4.2,5.800000000000001,c4,2.0,0.0,0,Z-LZY,1.0,A,-1.1014214925888102,
P97968283,52.6,132.0,3.7,0.7000000000000001,c4,1.0,0.0,0,Z-QFQ,1.0,A,,
P12603906,44.400000000000006,124.0,-3.8,-7.7,c2,3.0,1.0,1,Z-UCW,1.0,A,1.2545527127501372,
P62854332,45.1,74.0,22.0,4.5,c3,2.0,0.0,0,Z-FKF,1.0,A,-0.7562129817872136,
P73335198,56.400000000000006,108.0,-1.3,1.1,c2,2.0,1.0,1,Z-UVQ,1.0,A,-1.1383015306866309,38.97045233478834
p78297963,49.900000000000006,100.0,1.3,4.9,c2,4.0,0.0,1,Z-YWR,1.0,A,-1.5664618860101729,31.65315564340929
P84444612,64.10000000000001,150.0,,-1.8,c1,4.0,1.0,0,Z-HVI,1.0,A,-0.1721434657440085,47.656832377379104
P72767381,46.3,110.0,-0.3,-8.9,c2,2.0,0.0,0,Z-JZJ,1.0,A,1.5742958662977304,
?,,121.0,36.0,,c1,3.0,0.0,0,Z-MPE,1.0,A,-0.1134623512879003,40.994026992270406
P21964024,50.900000000000006,126.0,-1.1,-2.4000000000000004,c3,2.0,0.0,0,Z-AZB,1.0,A,-0.9315252666043368,32.876720716620035
P68609257,56.5,74.0,-0.1,3.5,c4,3.0,1.0,1,Z-SYR,1.0,A,-0.1532841597204805,39.1620020876981
p64206278,46.6,106.0,6.1000000000000005,8.200000000000001,c1,1.0,1.0,0,Z-SEZ,1.0,A,-0.7260627212261672,27.97558108403048
P53487196,49.8,106.0,5.9,6.1000000000000005,c3,5.0,1.0,0,Z-NWR,1.0,A,-0.2671832694042723,31.553970462035757
P37518798,49.2,97.0,2.3000000000000003,-8.4,c1,1.0,0.0,0,Z-CFO,1.0,A,-0.790239240082446,30.960510086309583
P20573575,43.5,82.0,42.0,-1.4,,4.0,0.0,1,Z-FXT,1.0,A,1.4076852629178729,24.475485966387915
P42306623,55.5,113.0,3.8,0.1,c1,2.0,1.0,1,Z-AHP,1.0,A,2.179981355877203,37.958733811235774
P40147820,55.400000000000006,94.0,1.6,-1.7000000000000002,c2,4.0,0.0,1,Z-BZX,1.0,A,-0.3954253060534563,37.85224105020528
p24065575,54.900000000000006,182.0,2.4000000000000004,1.2000000000000002,c4,2.0,0.0,0,Z-HPE,1.0,A,-0.9682952369260184,37.3419922541501
P13142411,62.5,158.0,3.3000000000000003,7.5,c1,4.0,0.0,0,Z-JMQ,,A,0.2052090093842281,45.8326908852588
P10750030,61.8,,-1.2000000000000002,0.6000000000000001,c5,5.0,1.0,1,Z-MVT,1.0,A,0.1012077751075118,45.04410321112673
P66704111,47.2,81.0,4.2,-1.8,c2,5.0,,1,Z-AIK,1.0,A,0.983644080890399,28.62549779135778
P86828177,53.1,80.0,-1.2000000000000002,-6.2,c1,5.0,1.0,1,Z-GNB,1.0,A,-0.5585374077799338,
P68288369,45.2,86.0,5.1000000000000005,-1.0,c2,3.0,0.0,1,,1.0,A,-0.1923459049359918,
P74535137,50.3,104.0,0.2,-2.0,c3,3.0,1.0,0,Z-IAE,1.0,A,-0.0063790872448837,
P36746654,45.400000000000006,53.0,0.1,1.9,c2,,0.0,1,Z-UYX,1.0,A,-0.1707808090775271,26.602254957930217
P77697986,63.1,,5.2,7.1000000000000005,,5.0,0.0,0,Z-DRV,1.0,A,0.3958826584501926,
,53.1,134.0,4.2,0.5,c1,3.0,0.0,1,Z-UGL,1.0,A,0.4839442926218796,35.27328335308667
P35922499,,37.0,-6.0,-7.0,c3,2.0,1.0,0,Z-JQT,1.0,A,0.4357603179424741,30.0377378470602
P10161396,59.7,92.0,2.0,7.2,c2,1.0,1.0,0,Z-MGX,1.0,A,,42.742567146707394
P47565328,32.800000000000004,104.0,-18.0,-9.5,c5,2.0,0.0,1,Z-UJL,1.0,A,0.5425086970914159,12.464461311841298
P89849374,34.0,83.0,1.8,2.6,?,3.0,0.0,1,Z-QGW,1.0,A,0.1943337215889146,13.873076646212391
P25849232,56.5,,0.3,0.9,c1,4.0,1.0,1,Z-INE,1.0,A,-1.926394990958889,
P33031930,50.6,121.0,0.2,-2.7,c4,2.0,1.0,1,Z-TMG,1.0,A,0.0628790782831161,
P64195834,52.2,88.0,2.4000000000000004,0.4,c1,2.0,0.0,1,Z-PGM,1.0,?,-0.6965525458074653,34.254016702346846
p33504605,39.5,76.0,16.0,1.6,c1,1.0,1.0,1,Z-IET,1.0,A,-0.1349289079958888,20.062435070133063
p85528123,50.0,69.0,-2.4000000000000004,-5.0,,1.0,0.0,0,Z-FHH,1.0,A,-1.1787915774893456,31.790896602346702
P48721729,66.2,128.0,5.6000000000000005,0.6000000000000001,c1,4.0,0.0,0,Z-QLO,1.0,A,0.7854548757615876,
P80094206,56.8,139.0,-1.2000000000000002,-5.7,c2,2.0,0.0,1,Z-DPJ,1.0,A,0.6638942075831592,39.417796578162765
P27371381,51.5,90.0,6.7,12.1,c2,5.0,1.0,0,Z-DPA,1.0,A,1.0067349525311493,33.52735890628531
P94041925,46.6,112.0,2.2,-1.6,c3,1.0,0.0,0,Z-IJE,1.0,A,0.5007904688188693,
P40982825,47.0,94.0,-0.3,-1.1,c2,4.0,0.0,1,Z-TIM,1.0,A,0.5202739600374751,28.448844333175455
P33442012,33.1,101.0,24.000000000000004,3.8,c3,1.0,1.0,0,Z-AIX,1.0,A,0.5696813446733616,12.83721899719984
P48473001,52.2,91.0,6.2,2.9000000000000004,c5,3.0,0.0,1,Z-LVD,1.0,A,1.2427242880626308,34.31876378829045
P73119847,56.900000000000006,154.0,5.0,2.9000000000000004,c3,4.0,1.0,0,Z-MDV,1.0,A,0.0355929954976946,39.609347976336686
P37783832,37.5,98.0,4.5,4.5,c1,2.0,1.0,1,Z-BEZ,1.0,A,0.8753421744365538,17.81942605546446
P21404449,44.900000000000006,,-6.1000000000000005,-10.5,c3,3.0,1.0,0,Z-SWZ,1.0,A,-1.1833563232970703,
P81787555,,92.0,26.0,-5.800000000000001,c4,4.0,0.0,0,Z-LIZ,1.0,,0.7928926555931991,21.582818309899203
P58267102,42.400000000000006,75.0,2.8000000000000003,-2.2,c2,2.0,1.0,0,Z-KNJ,,A,-0.1669489492034822,23.311839246721128
P93848530,50.6,,2.1,7.5,c3,3.0,0.0,0,Z-OQQ,1.0,B,1.6294413499814258,32.481334641397105
P19922470,112.81867350217316,79.0,-2.9000000000000004,-6.6000000000000005,c2,3.0,0.0,0,Z-FWL,1.0,A,0.5197142157723001,13.24038060510373
P78808818,55.1,76.0,-41.00000000000001,-4.6000000000000005,c1,4.0,1.0,1,Z-RBE,1.0,A,,37.52843394521358
P58631454,56.2,94.0,3.0,-4.6000000000000005,c3,2.0,,0,Z-IPR,1.0,A,0.4486216333723141,38.78469562940314
P78373682,48.1,72.0,3.8,7.4,c2,3.0,1.0,0,Z-QID,1.0,A,-0.4242633048755254,29.74007670766779
P58791152,30.3,82.0,4.7,1.2000000000000002,c1,5.0,0.0,1,Z-VBX,1.0,?,1.159209197243827,9.673623410139124
P17356262,42.2,103.0,4.2,0.2,c2,4.0,1.0,1,Z-GRE,,A,,23.032232365978498
P41225440,,151.0,0.9,-1.3,c2,1.0,1.0,0,Z-GAD,1.0,A,-0.1133443070173017,43.096117406924265
P51200425,27.9,54.0,1.6,10.4,c3,2.0,1.0,0,Z-CQJ,1.0,,0.0093126700326175,6.99805147344285
P41454499,47.400000000000006,74.0,3.2,3.0,c4,2.0,0.0,1,Z-IED,1.0,A,-1.1195827083244896,28.87228929025833
P39714315,40.7,45.0,-2.7,-4.6000000000000005,c3,3.0,1.0,0,Z-CSP,1.0,A,0.1133128436601463,21.37999299379467
P74000433,,119.0,4.9,-9.5,c5,2.0,1.0,1,Z-RJB,1.0,A,-0.2285144515350797,39.24113271426353
P19199394,44.8,129.0,5.1000000000000005,8.6,c1,3.0,0.0,0,Z-OTN,1.0,A,0.0877300448898231,
P53294263,53.400000000000006,104.0,-4.2,-8.200000000000001,,5.0,1.0,1,Z-GEB,1.0,,1.1064453240004537,35.6355861866205
P96561413,54.7,109.0,2.2,-3.3000000000000003,?,4.0,0.0,0,Z-ZWU,1.0,A,-1.1870535463123406,37.08914377252184
